UMAP_1	UMAP_2	UMAP_3
1.5786724733504136	2.2514378638342296	1.0866581427730624
-1.0952980322447936	-0.006954887382658703	1.2730376946605746
-1.7045199675170104	0.6411285098046339	0.05969315048828766
9.553413172284015	-3.3860596804544056	-4.141667224200814
0.6074239211472352	-1.4088820605203236	-0.9617663395725187
0.6801742511185487	3.4945135922506725	3.2552300917781896
9.684057970562824	-3.1483585028573597	-4.066973544391244
0.5630765157135804	-2.585211673252257	-1.2204094302974637
-1.9292242331114928	0.534556640811292	1.7693733203090731
1.4177783942165454	-1.751440682880553	-0.3115491827152665
1.0110275047215302	-1.0684389262124623	-0.8299366009555753
0.41098042301262216	3.215187630184022	2.828360937801749
-0.4937749905196349	2.5235071988180553	3.475828551021964
1.202800025263675	-0.7998166470452869	-0.5434891802392896
-0.614860753497235	0.26904328776153685	-0.11546447101458862
0.31396021417702036	3.6298714490011608	3.2957808005489415
9.510771532574543	-3.3239659457131947	-4.1350615990482265
9.542903681317219	-3.3945550112649525	-4.2586039078555995
1.2812313037308534	-1.215584435932311	-0.6352253628097471
-1.816471557101361	-0.700434127323302	1.5365457760967318
1.0230851667317231	-0.6872420697137439	-0.900934911998361
1.4142671125325044	1.369759461410371	0.08157082673683808
0.8960352735909303	-1.4202927737161244	-0.8521482122264799
9.727107782879719	-3.0478514819070424	-3.9832926762424403
0.7452398734482606	-0.74473027276245	-0.801316089662164
-0.613252620181195	1.8975585312918102	1.662688397137076
1.1739340620430787	-1.2987170605584706	-0.7883132469974454
-0.6613118452635924	0.21902110291275145	-0.7218779695354398
9.478146334210285	-3.3538517146035756	-4.220514632495492
-1.1517770094481627	-1.9839667467996205	1.407158635822684
0.3754975991638978	-1.4424819140359486	-0.09404429021701172
0.5257446961792787	1.5919115753248607	0.08748351809158966
0.5966463880928834	-2.9498032717629994	-0.741731859477609
-0.6522030634490172	1.4527082653120433	1.6910549628414218
-1.7134623331633727	-1.5652956156655873	1.559001349178702
2.2156923013123353	0.4908807785585797	1.316306494442374
0.7567080455216249	-2.1549555449411	-1.1303486597858365
0.627809186497577	-2.070600190632018	-1.175418473514169
-0.8852708143798034	1.253152033813325	-1.2126894963108
0.9694220619591554	-1.423744836322936	-1.3824602139316495
1.1563653098734696	-1.806604543201598	-0.6560519707523282
-2.0215620798674743	1.5799976201132213	0.598772131172568
-0.30939934678947134	2.7906511635855114	1.5861213433422152
-0.7335884375182311	0.153530499465791	1.105117105213553
0.42600621751869516	3.367249569423524	3.1135343539394444
0.8771245079430421	-1.0764766125604237	-0.852418578895181
-1.7484097284880797	-0.25497184085098146	-1.1030910981021818
0.5560566978844483	3.4040435166433727	3.382890366283805
-0.5133107704726378	2.0257490487173473	4.220929764477164
-1.5803248686400573	2.0847503752783214	1.9876717555202548
0.5506315427216371	-3.2030216841622914	-0.9800545347057279
1.3038566233905633	0.4355823905542767	-1.0982353461109098
0.9922369020375092	-0.8612661747857654	-0.6385969293437894
0.36185755304420786	-0.5146955637857044	-0.16527154270037964
9.62698342374886	-3.2595056681558217	-4.190265275271981
0.023922224560626315	0.4055250347927487	0.7524909007228915
1.282177356103309	-0.8838757662698352	-0.3305258478172119
0.46249969772423105	3.5964301438406383	3.0291091429866857
-2.1466827196684997	0.9333524913862622	0.995686672893912
0.30878605417335825	-1.4547502188607777	-1.1200819385372098
-0.8648977083769958	0.2818724722937024	1.8523274886287753
-0.5075138611403625	3.627768597133485	2.7468093859829015
0.5670119719895204	0.18471696091446044	-0.073489762576669
1.7894804673584779	-0.016001382343443615	-1.2165814411960538
0.7270118790062745	-0.09801051902023195	-0.7154705596290525
-0.4460121197310607	3.687029442317811	2.8948010432399816
-0.16539893575584097	0.41275148702415587	-0.29044101733192756
0.5112356739434083	-1.7413901476785267	-1.0018870008312162
9.770512362042316	-3.0880223898812855	-4.06217131737098
0.5264152484330018	3.4456191868856823	2.9212061392940587
0.7360726790818055	3.2379482598379528	2.8262039649166173
-0.43870470949088736	0.9167197258547223	1.6192919242061679
-0.6432063383666198	3.29257806254181	3.100387238232047
-1.219029168566815	0.10102649641784789	1.5453434216655795
-0.8422117037383239	3.1629501195028698	2.713790796963126
-1.6785213751403014	2.2989619584158336	0.3137107717670505
-0.37616429754172964	-1.9522000937387074	-0.8189280402980741
1.6447307067307313	0.8374606282785809	-0.9067647230945524
0.7466994719895204	-2.535230317585143	-1.2192408216319974
0.48370112947548227	-1.8525120406076039	-0.6403639090381559
0.08860840372169809	-0.6811728863641345	-0.8165088367782529
0.17814459375465708	-3.2385584502145375	-1.6398762238346036
0.547758658448108	-0.24651626633849977	1.1577396618999545
-1.8983404440489928	0.46813710642608763	1.5444216954387728
-0.2877118391600768	-2.2340389876290883	-1.077562965186685
-0.42157564588462515	0.8612790019586957	1.1146406161464755
0.921246458807834	3.074458918102113	2.744056843487174
0.3562748628052552	-1.1823407797738636	-0.5482801419816907
-2.1866645617095153	2.159457525737611	0.8969043719448153
1.1271977918537934	-1.0255290656015004	-0.3768974204681809
-2.4883432192412536	-0.10571686314788697	-0.7165489864669736
9.806786318341144	-2.979602017872008	-4.076841927798837
1.5950105386170228	-0.7430969862863147	-0.42928756001815155
-0.39170668550407095	1.3381919474676525	1.1683696734584872
-2.4784018797484557	0.05948402596267821	-0.9078814161144193
-1.176245669802777	3.3008869500234996	2.9357670771755284
1.9899439411553224	0.5031448514536297	1.2004965769924227
-0.01346562333976431	3.0527218194082653	0.6067535507358615
0.9611165123375733	-4.205284514896544	-1.0403432619892057
1.7626042263897737	-4.339946666233214	-2.0081219446979457
0.1892943578156312	-1.4540409235879506	-0.48547866168841675
0.6370489793213685	3.529079994685975	3.195151470867545
9.535187502423176	-3.3030707030221547	-4.183930732043832
0.2720090346726258	-0.26350394772735475	0.7628690230526034
2.0290571051033814	0.6996561573222554	-0.5706285161100324
1.3051512288245042	-1.5946029810830677	-0.9336557758174833
0.08557750753486948	3.3256040425375377	3.0699502455867833
1.1312520699890931	-1.9272042899056996	-1.2258808386646207
-1.5144207281676452	2.4658405394628917	1.1068438517726962
0.4997634487541993	3.7206374020651256	3.295431994167716
0.08134212068641977	-2.350900092594298	-0.8459936154209073
-1.6341576380339782	0.7535645352080739	2.081928871838004
-1.128457288226239	0.24447931957992675	1.6716999041713778
1.4255032977404674	-2.11172405766693	-1.3125666749797757
-0.924262027224652	0.5461905137971318	1.339069389072806
2.3873799043091615	0.6048683845773614	0.7018239724315707
0.49222310356224375	-3.2530404715463246	-1.3810444844089445
0.31917514375770883	-1.4424189715310658	-1.808570123942941
0.34462048582161264	3.6717756600454723	3.2373136508144444
0.28142168096626596	-2.2386778979226674	-1.1183547151409086
0.44670923523033457	1.1296223611906444	-0.4998391789518292
2.1954952078255494	0.11522456122192504	0.7663903462566439
-2.634619454821698	1.4007429094389354	-0.5867725235544141
-1.62980244584953	1.0683762044981395	2.16346230384484
-2.566126565417401	-0.06610606002059816	-0.3415386315569277
-0.8133296770659606	-0.11125634001937745	1.0457558858074252
1.7975705759915193	-4.240928569309386	-0.768062688144296
